quantity,item_value,description,ocid
10.0,0.05152,PROTECTOR DE HOJA A4 PLASTI. TRANSPARE. DELGA (1 UNI),ocds-5wno2w-CE-20220002231078-871925
100.0,,MEMORIA RAM,ocds-5wno2w-SIE-DNPJ-03-2022-183304
1.0,15996.77,"SERVICIOS COMERCIALES PRESTADOS A CONTRATO, DE SUMINISTRO DE COMBUSTIBLES LIQUIDOS",ocds-5wno2w-MCS-DNPJ-023-2022-183304
38.0,634.076799,IMPRESORA TINTA COLOR A4 MODELO 2,ocds-5wno2w-CE-20220002231508-740377
30.0,3.92,TRAPEADOR DE PLANO  DE 30 - 40 CM,ocds-5wno2w-CE-20220002231250-54082
60.0,2.52,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20220002231531-112505
231.0,14.504,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20220002231438-48254
10.0,16.1168,"SET DE MOPA (MANGO, BASE, MOPA) DE 46 CM",ocds-5wno2w-CE-20220002231254-54082
56052.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20220002231322-124235
20.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231290-20900
5.0,28.1456,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231290-20900
2.0,19.1856,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231290-20900
77.0,16.9232,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20220002231437-48254
308.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231437-48254
231.0,9.912,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231437-48254
30.0,3.808,AMBIENTAL VARIAS FRAGANCIAS LIQUIDO GALON,ocds-5wno2w-CE-20220002231372-54082
36.0,5.6,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20220002231529-112505
499.0,0.05152,PROTECTOR DE HOJA A4 PLASTI. TRANSPARE. DELGA (1 UNI),ocds-5wno2w-CE-20220002231406-2783
50.0,3.4944,FUNDA DE BASURA USO INDUSTRIAL NEGRA 35X47 pulgadas,ocds-5wno2w-CE-20220002231366-54082
60.0,2.4024,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES,ocds-5wno2w-CE-20220002231367-54082
20.0,2.3408,ESCOBA DE MADERA FIBRA DE COCO DE 40 CM,ocds-5wno2w-CE-20220002231368-54082
120.0,0.09856,SOBRE MANILA F5,ocds-5wno2w-CE-20220002231569-20836
20.0,2.4584,ANTISARRO GALON,ocds-5wno2w-CE-20220002231352-54082
407.0,0.13216,CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA),ocds-5wno2w-CE-20220002231568-20836
15.0,3.024,TRAPEADOR REDONDO DE 24-30 CM,ocds-5wno2w-CE-20220002231386-24339
15.0,2.072,TRAPEADOR DE PLANO  26 A 30 CM  LARGO,ocds-5wno2w-CE-20220002231384-24339
210.0,0.29624,ETIQUETAS ADHESIVAS 8.5 CM X 1.5 CM T-22,ocds-5wno2w-CE-20220002231426-2783
100.0,0.51968,MARCADOR PARA CD,ocds-5wno2w-CE-20220002231425-2783
598.0,0.5264,RESALTADORES VARIOS COLORES,ocds-5wno2w-CE-20220002231424-2783
6.0,3.9872,DESTAPADOR DE CAÑERIAS GALON,ocds-5wno2w-CE-20220002231373-54082
285.0,0.4816,MARCADOR PERMANENTE NEGRO PUNTA REDONDA,ocds-5wno2w-CE-20220002231430-2783
1014.0,0.4648,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 MTS,ocds-5wno2w-CE-20220002231421-2783
17.0,11.2,"DISPENSADOR DE JABON LIQUIDO 500, 800,1000 ML SACHET",ocds-5wno2w-CE-20220002231385-24339
42.0,4.6032,AGUZADOR MANUAL PEQUEÑO,ocds-5wno2w-CE-20220002231544-20836
42.0,0.13104,BORRADOR (MEDIANO) PARA LAPIZ,ocds-5wno2w-CE-20220002231552-20836
42.0,3.36,"NOTAS ADHESIVAS CUBO DE 5 COLORES 3X3""",ocds-5wno2w-CE-20220002231543-20836
70.0,0.53648,ESTILETE (REFORZADO PUNTA METALICA),ocds-5wno2w-CE-20220002231143-109752
10.0,0.2912,CINTA ADHESIVA 18 X 50 YDAS,ocds-5wno2w-CE-20220002231142-109752
1947.0,1.624,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,ocds-5wno2w-CE-20220002231436-2783
100.0,0.8624,CD S REGRABABLES CON CAJA CD-RW,ocds-5wno2w-CE-20220002231159-109752
30.0,1.176,TIJERA GRANDE DE 8 PULG.,ocds-5wno2w-CE-20220002231141-109752
2.0,619.7856,NEUMATICO 295/80R22.5 152/148K DIRECCION APLICACION SERVICIO SEVERO TODA POSICION (DESTAPADO/ASFALTO) Construccion,ocds-5wno2w-CE-20220002231212-2845
4.0,107.52,NEUMATICO 195R14C 110/108S DIRECCION APLICACION REGIONAL,ocds-5wno2w-CE-20220002231399-251830
100.0,5.370512,SUAVIZANTE DE ROPA GALON,ocds-5wno2w-CE-20220002231125-105568
42.0,0.4928,MARCADOR PERMANENTE ROJO PUNTA REDONDA,ocds-5wno2w-CE-20220002231567-20836
18.0,25.76,CARTULINA 70X100 X 100 PLIEGOS VARIOS COLORES,ocds-5wno2w-CE-20220002231541-20836
60.0,2.8112,PAPEL PERIODICO TAMANO A-4,ocds-5wno2w-CE-20220002231550-20836
42.0,0.896,SENALADORES TIPO BANDERITAS,ocds-5wno2w-CE-20220002231542-20836
42.0,0.155456,REGLA PLASTICA 30 CM,ocds-5wno2w-CE-20220002231551-20836
150.0,1.02032,CERA PARA DEDOS/CREMA CONTAR BILLETES (GRANDE),ocds-5wno2w-CE-20220002231407-2783
50.0,1.9936,FUNDA DE BASURA SEMINDUSTRIAL AZUL 30 PULGADAS X36,ocds-5wno2w-CE-20220002231255-54082
12.0,16.3968,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231291-20900
8.0,9.912,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231291-20900
25.0,16.7888,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20220002231291-20900
3.0,22.064,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231291-20900
12.0,2.1952,LIQUIDO (ACEITE) LIMPIA MUEBLES FRASCO 250 CC,ocds-5wno2w-CE-20220002231526-128460
45.0,18.2224,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231456-858707
51.0,21.056,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231456-858707
15.0,32.816,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231457-858707
61308.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20220002231161-2503
240.0,2.1504,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS,ocds-5wno2w-CE-20220002231393-24339
1025.0,0.42448,NOTAS ADHESIVAS GRANDES 3X3 PULG.,ocds-5wno2w-CE-20220002231414-2783
204.0,0.933296,TINTA CORRECTORA TIPO ESFERO,ocds-5wno2w-CE-20220002231415-2783
205.0,1.027824,GOMA EN BARRA DE 40 GR,ocds-5wno2w-CE-20220002231416-2783
1.0,153.2944,MUEBLES DE ESCUELA,ocds-5wno2w-CE-20220002231289-131152
36.0,2.8,PERFORADORA DE ESCRITORIO MEDIANA,ocds-5wno2w-CE-20220002231553-20836
10.0,3.0464,"HIPOCLORITO DE SODIO AL 5 POR CIENTO, GALON",ocds-5wno2w-CE-20220002231392-24339
15000.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231320-1020617
66.0,25.9504,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20220002231198-423644
7.0,4.3792,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231199-423644
11.0,10.8192,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231199-423644
25.0,30.128,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231199-423644
7.0,10.6624,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231199-423644
6.0,30.128,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231164-599639
233.0,0.15904,BORRADOR (GRANDE) PARA LAPIZ,ocds-5wno2w-CE-20220002231422-2783
55.0,0.7168,CLIPS MARIPOSA CAJA DE 50 UNIDADES,ocds-5wno2w-CE-20220002231432-2783
124.0,1.344,TABLA PARA APUNTES (APOYAMANOS) PLASTICO,ocds-5wno2w-CE-20220002231433-2783
50.0,2.4528,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES,ocds-5wno2w-CE-20220002231122-105568
600.0,0.4144,SENALADORES TIPO BANDERITAS,ocds-5wno2w-CE-20220002231403-2783
30.0,3.2816,PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS,ocds-5wno2w-CE-20220002231370-54082
27.0,19.98,CANASTA DE PRODUCTOS ALIMENTICIOS-FRUTAS FRESCAS,ocds-5wno2w-CE-20220002231301-21176
18.0,46.58,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231301-21176
5.0,50.44,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231301-21176
37.0,13.05,"OTROS PRODUCTOS A BASE DE CONSTITUYENTES NATURALES DE LA LECHE, INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO N.C.P.:",ocds-5wno2w-CE-20220002231301-21176
23.0,16.43,"OTROS ALMIDONES: ALMIDON DE ARROZ, DE ARRURRUZ, DE PALMA DE SAGU, DE GRANOS DE OTROS CEREALES",ocds-5wno2w-CE-20220002231301-21176
24.0,17.85,CANASTA DE PRODUCTOS ALIMENTICIOS-LEGUMBRES-VERDURAS-HORTALIZAS FRESCAS,ocds-5wno2w-CE-20220002231301-21176
1.0,427.3696,CANASTA DE ESPECIAS PURAS-PRODUCTOS PROCESADOS,ocds-5wno2w-CE-20220002231301-21176
6.0,5.712,SUAVIZANTE DE ROPA GALON,ocds-5wno2w-CE-20220002231351-54082
6.0,3.8304,DESENGRASANTE LIQUIDO MULTIUSO GALON,ocds-5wno2w-CE-20220002231350-54082
17.0,81.1328,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231454-858707
15.0,64.7472,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231454-858707
400.0,1.0416,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES,ocds-5wno2w-CE-20220002231132-16346
50.0,1.1312,FUNDA DE BASURA DOMESTICA NEGRA 23X28 pulgadas,ocds-5wno2w-CE-20220002231256-54082
7.0,20.1824,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231165-599639
7.0,17.0352,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231165-599639
288.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231200-423644
37.0,9.912,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231200-423644
50.0,0.1344,SACAPUNTAS PEQUENO METALICO 1 SERVICIO,ocds-5wno2w-CE-20220002231402-2783
12.0,28.112,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20220002231458-858707
24.0,27.048,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231507-27092
9.0,33.7232,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20220002231459-858707
20.0,0.933296,TINTA CORRECTORA TIPO ESFERO,ocds-5wno2w-CE-20220002231154-109752
3000.0,0.0314,"Nitrofurantoína, Sólido oral, 100 mg, Caja x blíster/ristra",ocds-5wno2w-CE-20220002231194-562910
466.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231195-28990
60.0,46.58,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231245-20836
11.0,3.92,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231196-423644
4065.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231304-1020617
10.0,2.7664,LAVA VAJILLA 1000 GR.,ocds-5wno2w-CE-20220002231389-24339
42.0,2.8,GRAPADORA NORMAL METALICA MEDIANA,ocds-5wno2w-CE-20220002231554-20836
21000.0,0.03671,Quetiapina,ocds-5wno2w-CE-20220002231166-14393
50.0,0.784,CLIPS MARIPOSA CAJA DE 50 UNIDADES,ocds-5wno2w-CE-20220002231153-109752
30.0,2.8,GRAPADORA NORMAL METALICA MEDIANA,ocds-5wno2w-CE-20220002231149-109752
600.0,1.6688,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,ocds-5wno2w-CE-20220002231148-109752
10.0,4.48,DESINFECTANTE AMONIO CUATERNARIO GALON,ocds-5wno2w-CE-20220002231377-24339
10.0,3.0688,"HIPOCLORITO DE SODIO AL 5 POR CIENTO, GALON",ocds-5wno2w-CE-20220002231243-88030
60.0,3.4944,FUNDA DE BASURA USO INDUSTRIAL NEGRA 35X47 pulgadas,ocds-5wno2w-CE-20220002231257-54082
5.0,142.688,NEUMATICO 235/75R15 104/101Q TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20220002231162-109752
9.0,172.48,NEUMATICO 245/75R16 108/104Q TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20220002231163-109752
50.0,0.8176,CINTA DE EMPAQUE 48X80 YDAS COLOR TRANSPARENTE,ocds-5wno2w-CE-20220002231152-109752
100.0,0.06608,SOBRE MANILA F3,ocds-5wno2w-CE-20220002231146-109752
300.0,0.06608,SOBRE MANILA F4,ocds-5wno2w-CE-20220002231147-109752
300.0,0.4144,CD S GRABABLES CON CAJA CD-R,ocds-5wno2w-CE-20220002231158-109752
117360.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20220002231327-19350
93600.0,0.56,SERVICIO DE RETIRO Y CONFINAMIENTO DE BASURA,ocds-5wno2w-CE-20220002231229-404551
3750.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231326-1020617
68.0,47.3312,ZAPATO DE CUERO TIPO MOCASIN ENFERMERO U OFICINA PARA HOMBRE,ocds-5wno2w-CE-20220002231228-127923
82.0,43.4448,MOCASIN PARA MUJER TIPO ENFERMERA,ocds-5wno2w-CE-20220002231228-127923
20.0,0.13776,CARPETA FOLDER DE CARTULINA KRAFT (VINCHA INCLUIDA),ocds-5wno2w-CE-20220002231173-96969
20.0,0.20048,CINTA ADHESIVA TRANSPARENTE 18 X 25 YDAS,ocds-5wno2w-CE-20220002231172-96969
2.0,3.024,GRAPADORA NORMAL METALICA MEDIANA,ocds-5wno2w-CE-20220002231171-96969
45.0,0.405566,Bupivacaína (sin epinefrina),ocds-5wno2w-CE-20220002231160-14393
500.0,3.9984,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20220002231133-28990
20.0,1.3104,GUANTES DE CAUCHO NO 9 BICOLOR,ocds-5wno2w-CE-20220002231121-105568
10.0,2.912,AMBIENTAL VARIAS FRAGANCIAS EN AEROSOL 400 CC,ocds-5wno2w-CE-20220002231124-105568
81.0,18.2224,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
93.0,21.056,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
31.0,81.1328,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
82.0,64.7472,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
41.0,22.6464,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
62.0,39.0768,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
41.0,32.816,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231209-96675
756.0,3.4384,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20220002231244-59165
30.0,0.8624,CERA PARA DEDOS/ CREMA CONTAR BILLETES (MEDIANA),ocds-5wno2w-CE-20220002231157-109752
21.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231307-60177
18.0,9.912,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231307-60177
15.0,14.504,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20220002231307-60177
3.0,18.2224,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231307-60177
3.0,32.816,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231307-60177
45.0,16.43,"OTROS ALMIDONES: ALMIDON DE ARROZ, DE ARRURRUZ, DE PALMA DE SAGU, DE GRANOS DE OTROS CEREALES",ocds-5wno2w-CE-20220002231505-49716
13704.0,3.0016,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20220002231345-44856
3.0,151.1888,ALECENAS PARA LOZA,ocds-5wno2w-CE-20220002231346-39596
25.0,19.98,CANASTA DE PRODUCTOS ALIMENTICIOS-FRUTAS FRESCAS,ocds-5wno2w-CE-20220002231506-49716
250.0,1.05,Salbutamol,ocds-5wno2w-CE-20220002231502-130055
15.0,22.6464,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231455-858707
17.0,39.0768,UNIFORME DE OFICINA,ocds-5wno2w-CE-20220002231455-858707
1.0,151.1888,ALECENAS PARA LOZA,ocds-5wno2w-CE-20220002231203-86018
4000.0,0.05,Ferroso sulfato,ocds-5wno2w-CE-20220002231329-86591
90.0,6.5818,Lidocaína,ocds-5wno2w-CE-20220002231309-8458
84.0,43.4448,MOCASIN PARA MUJER TIPO ENFERMERA,ocds-5wno2w-CE-20220002231261-17082
49.0,47.3312,ZAPATO DE CUERO TIPO MOCASIN ENFERMERO U OFICINA PARA HOMBRE,ocds-5wno2w-CE-20220002231262-17082
82.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231208-96675
2100.0,0.022,Carvedilol,ocds-5wno2w-CE-20220002231328-86591
1.0,327.1408,MUEBLES DE ESCUELA,ocds-5wno2w-CE-20220002231286-131152
5700.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231319-1020617
6.0,2.1952,LIQUIDO (ACEITE) LIMPIA MUEBLES FRASCO 250 CC,ocds-5wno2w-CE-20220002231353-54082
450.0,0.09968,SOBRE MANILA F5,ocds-5wno2w-CE-20220002231156-109752
5.0,2.4752,ANTISARRO GALON,ocds-5wno2w-CE-20220002231230-88030
10.0,0.5824,REGLA METALICA 30 CM,ocds-5wno2w-CE-20220002231444-31732
2.0,5.376,FLASH MEMORY 32 GB,ocds-5wno2w-CE-20220002231207-349929
3750.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231324-1020617
30.0,0.616,SEPARADORES PLASTICOS A4 FUNDA 10 U,ocds-5wno2w-CE-20220002231446-31732
800.0,2.52,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20220002231217-101737
2.0,6.048,AGENDAS EJECUTIVAS,ocds-5wno2w-CE-20220002231447-31732
11250.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231323-1020617
100.0,0.3192,GOMA EN BARRA 21 GR,ocds-5wno2w-CE-20220002231140-109752
20.0,1.6688,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,ocds-5wno2w-CE-20220002231174-96969
30.0,0.13104,BORRADOR (MEDIANO) PARA LAPIZ,ocds-5wno2w-CE-20220002231139-109752
300.0,1.568,ARCHIVADORES TAMANO OFICIO LOMO 4 CMS,ocds-5wno2w-CE-20220002231138-109752
160.0,2.52,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20220002231211-3833
30.0,2.8784,JABON DE TOCADOR LIQUIDO CON VALVULA 1000 ML,ocds-5wno2w-CE-20220002231234-88030
100.0,0.9856,SENALADORES TIPO BANDERITAS,ocds-5wno2w-CE-20220002231137-109752
300.0,10.6624,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231129-26822
30.0,28.1456,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231130-26822
850.0,8.7024,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231131-26822
600.0,2.94,PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS,ocds-5wno2w-CE-20220002231123-105568
50.0,2.3968,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES,ocds-5wno2w-CE-20220002231240-88030
50.0,1.9712,FUNDA DE BASURA SEMINDUSTRIAL AZUL 30 PULGADAS X36,ocds-5wno2w-CE-20220002231239-88030
4545.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231325-1020617
50.0,1.4056,"FUNDA DE BASURA DOMESTICA VERDE 23""X28""",ocds-5wno2w-CE-20220002231238-88030
372.0,0.5264,MARCADOR TIZA LIQUIDA PUNTA  GRUESA VARIOS COLORES,ocds-5wno2w-CE-20220002231405-2783
50.0,1.232,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES,ocds-5wno2w-CE-20220002231237-88030
1.0,4.48,GRAPADORA NORMAL METALICA GRANDE,ocds-5wno2w-CE-20220002231443-31732
20.0,9.52,PARES DE PILAS AAA RECARGABLE,ocds-5wno2w-CE-20220002231136-109752
5.0,19.98,CANASTA DE PRODUCTOS ALIMENTICIOS-FRUTAS FRESCAS,ocds-5wno2w-CE-20220002231303-21176
6.0,46.58,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231303-21176
3.0,50.44,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231303-21176
6.0,13.05,"OTROS PRODUCTOS A BASE DE CONSTITUYENTES NATURALES DE LA LECHE, INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO N.C.P.:",ocds-5wno2w-CE-20220002231303-21176
8.0,16.43,"OTROS ALMIDONES: ALMIDON DE ARROZ, DE ARRURRUZ, DE PALMA DE SAGU, DE GRANOS DE OTROS CEREALES",ocds-5wno2w-CE-20220002231303-21176
5.0,17.85,CANASTA DE PRODUCTOS ALIMENTICIOS-LEGUMBRES-VERDURAS-HORTALIZAS FRESCAS,ocds-5wno2w-CE-20220002231303-21176
1.0,427.3696,CANASTA DE ESPECIAS PURAS-PRODUCTOS PROCESADOS,ocds-5wno2w-CE-20220002231303-21176
1700.0,0.01881,Dimenhidrinato,ocds-5wno2w-CE-20220002231343-86591
30.0,2.49,Estriol,ocds-5wno2w-CE-20220002231344-86591
10.0,3.2368,"HIPOCLORITO DE SODIO AL 10 POR CIENTO, GALON",ocds-5wno2w-CE-20220002231119-105568
35.0,16.4304,"HIPOCLORITO DE SODIO AL 5 POR CIENTO, CANECA",ocds-5wno2w-CE-20220002231120-105568
3000.0,0.02,Levotiroxina sódica,ocds-5wno2w-CE-20220002231504-130055
25.0,1.456,RECOGEDOR DE BASURA,ocds-5wno2w-CE-20220002231391-24339
17.0,1.0976,LIQUIDO PARA LIMPIAR VIDRIOS LITRO,ocds-5wno2w-CE-20220002231390-24339
20.0,0.3472,SACAGRAPAS,ocds-5wno2w-CE-20220002231155-109752
3750.0,1.2432,LIMPIEZA DE VENTANAS INTERIORES Y EXTERIORES HASTA TRES METROS,ocds-5wno2w-CE-20220002231302-1020617
8.0,141.792,NEUMATICO 225/70R16 103T TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20220002231588-452877
2.0,1.8592,LAPIZ HB CON GOMA CAJA 12 UNIDADES,ocds-5wno2w-CE-20220002231448-31732
17.0,14.0,DISPENSADOR DE PAPEL HIGIENICO PARA ROLLOS JUMBO,ocds-5wno2w-CE-20220002231380-24339
32.0,1.848,ESCOBA DE MADERA FIBRA DE COCO DE 30 CM,ocds-5wno2w-CE-20220002231381-24339
60.0,1.1984,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES,ocds-5wno2w-CE-20220002231252-54082
20.0,1.6128,TRAPEADOR REDONDO DE 24-30 CM,ocds-5wno2w-CE-20220002231251-54082
3.0,19.98,CANASTA DE PRODUCTOS ALIMENTICIOS-FRUTAS FRESCAS,ocds-5wno2w-CE-20220002231348-54077
4.0,46.58,CANASTA DE PRODUCTOS CARNICOS Y HUEVOS,ocds-5wno2w-CE-20220002231348-54077
2.0,13.05,"OTROS PRODUCTOS A BASE DE CONSTITUYENTES NATURALES DE LA LECHE, INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO N.C.P.:",ocds-5wno2w-CE-20220002231348-54077
2.0,18.4016,"OTROS ALMIDONES: ALMIDON DE ARROZ, DE ARRURRUZ, DE PALMA DE SAGU, DE GRANOS DE OTROS CEREALES",ocds-5wno2w-CE-20220002231348-54077
1.0,17.85,CANASTA DE PRODUCTOS ALIMENTICIOS-LEGUMBRES-VERDURAS-HORTALIZAS FRESCAS,ocds-5wno2w-CE-20220002231348-54077
1.0,65.77,CANASTA DE ESPECIAS PURAS-PRODUCTOS PROCESADOS,ocds-5wno2w-CE-20220002231348-54077
121575.0,0.4592,ADOQUINES EXAGONALES DE CONCRETO  350 KG/CM2 DE RESISITENCIA,ocds-5wno2w-CE-20220002231349-41357
8.0,142.688,NEUMATICO 235/75R15 104/101Q TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20220002231589-452877
4.0,34.7872,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20220002231321-86018
536.0,1.5344,ARCHIVADOR DE CARTON NO. 15 CON TAPA,ocds-5wno2w-CE-20220002231400-2783
202.0,0.402864,ARCHIVADOR DE CARTON PLEGABLE LOMO 8 CMS NO 2,ocds-5wno2w-CE-20220002231401-2783
10.0,0.7728,LIBRETA TAQUIGRAFIA CUADROS (100 HOJAS),ocds-5wno2w-CE-20220002231178-96969
