quantity,item_value,description,ocid
20.0,0.336,MINAS 0.5 MM*,ocds-5wno2w-CE-20200001821778-116723
4.0,2.912,ARCHIVADOR TIPO ACORDEON PLASTICO TAMAÑO A-4*,ocds-5wno2w-CE-20200001821777-116723
4284.0,0.0094,Furosemida,ocds-5wno2w-CE-20200001822994-17504
25.0,1.344,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001821776-116723
4.0,1.624,TABLA PARA APUNTES (APOYAMANOS) MADERA*,ocds-5wno2w-CE-20200001821775-116723
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822825-414951
48.0,0.0728,ESFEROGRAFICO AZUL PUNTA FINA*,ocds-5wno2w-CE-20200001820541-178713
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821388-414951
60.0,1.3216,APRIETA PAPELES TIPO PINZA 41 MM*,ocds-5wno2w-CE-20200001820542-178713
24.0,0.504,PORTA CLIPS MAGNÉTICOS*,ocds-5wno2w-CE-20200001821013-86907
3.0,0.28,ETIQUETAS ADHESIVAS 6.3 X 4.45 T8*,ocds-5wno2w-CE-20200001820468-114325
1.0,0.224,CLIPS STANDAR 32 MM METALICOS*,ocds-5wno2w-CE-20200001820467-114325
20.0,0.5936,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,ocds-5wno2w-CE-20200001820466-114325
50.0,1.344,ARCHIVADORES TAMANO TELEGRAMA LOMO 8CMS*,ocds-5wno2w-CE-20200001820540-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822859-362824
30.0,1.42856,LAPIZ 2B SIN GOMA CAJA DE 12 UNIDADES*,ocds-5wno2w-CE-20200001821012-86907
50.0,1.2656,ARCHIVADOR DE CARTON NO. 15 CON TAPA*,ocds-5wno2w-CE-20200001820543-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823040-362824
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823002-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823003-414951
3000.0,0.0228,Difenhidramina,ocds-5wno2w-CE-20200001821331-104249
20.0,142.688,NEUMATICO 235/75R15 104/101Q TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20200001820239-260263
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823004-414951
200.0,0.5936,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,ocds-5wno2w-CE-20200001821011-86907
20.0,172.536,NEUMATICO 245/75R16 108/104Q TODA POSICION APLICACION TODO TERRENO,ocds-5wno2w-CE-20200001820238-260263
5.0,0.672,CLIPS MARIPOSA CAJA DE 50 UNIDADES*,ocds-5wno2w-CE-20200001820236-114173
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822823-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822822-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822821-414951
405.0,443.8784,SERVICIO DE DESBROCE Y MANTENIMIENTO DE LINEAS DE ALTA TENSIÓN,ocds-5wno2w-CE-20200001820237-462114
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822820-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822818-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822817-414951
10.0,0.4928,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,ocds-5wno2w-CE-20200001820234-114173
5.0,1.730624,LAPIZ HB SIN GOMA CAJA DE 12 UNIDADES*,ocds-5wno2w-CE-20200001820235-114173
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822819-414951
50.0,0.616,MARCADOR PERMANENTE ROJO PUNTA GRUESA*,ocds-5wno2w-CE-20200001821014-86907
1.0,16.8,CARTULINA 65X90 X 100 PLIEGOS VARIOS COLORES*,ocds-5wno2w-CE-20200001821015-86907
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820908-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820909-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820907-414951
520.0,0.250854,Cotrimoxazol (Sulfametoxazol + Trimetoprima),ocds-5wno2w-CE-20200001822989-17504
380.0,2.28,Sulfato de zinc,ocds-5wno2w-CE-20200001822992-17504
10.0,0.2688,CLIPS MARIPOSA CAJA 25 UNIDADES*,ocds-5wno2w-CE-20200001822027-76861
33.0,0.9856,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",ocds-5wno2w-CE-20200001821713-238940
1890.0,0.8848,JABÓN DE TOCADOR EN BARRA 125 GR*,ocds-5wno2w-CE-20200001821712-238940
30.0,0.0896,CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA)*,ocds-5wno2w-CE-20200001820471-96175
30.0,1.568,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001820470-96175
40626.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20200001820469-551968
250.0,0.025,Fenitoína,ocds-5wno2w-CE-20200001822991-17504
309.0,6.328,DETERGENTE LÍQUIDO DE ROPA DE GALÓN*,ocds-5wno2w-CE-20200001821711-238940
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820906-414951
50.0,861.8064,LIMPIEZA DE CUNETAS Y CARRETERAS,ocds-5wno2w-CE-20200001820580-13846
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820905-414951
4.0,1.176,TABLA PARA APUNTES (APOYAMANOS) PLÁSTICO*,ocds-5wno2w-CE-20200001820585-412649
20.0,1.0416,CD S REGRABABLES SIN CAJA CD-RW*,ocds-5wno2w-CE-20200001820584-412649
50.0,0.10976,PERFILES PLASTICOS TAMANO A-4*,ocds-5wno2w-CE-20200001820583-412649
80.0,0.4368,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,ocds-5wno2w-CE-20200001820582-412649
50.0,861.8064,LIMPIEZA DE CUNETAS Y CARRETERAS,ocds-5wno2w-CE-20200001820581-13846
50.0,0.62384,MARCADOR PERMANENTE VERDE PUNTA GRUESA*,ocds-5wno2w-CE-20200001821020-86907
60.0,17.92,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001821021-329825
1185.0,0.5152,AMBIENTAL EN PASTILLAS UNIDAD*,ocds-5wno2w-CE-20200001821710-238940
85.0,3.136,ANTISARRO GALÓN*,ocds-5wno2w-CE-20200001821707-238940
252.0,5.936,SUAVIZANTE DE ROPA GALON*,ocds-5wno2w-CE-20200001821705-238940
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821067-414951
100.0,0.168,CLIPS STANDAR 32 MM METALICOS*,ocds-5wno2w-CE-20200001821019-86907
4.0,0.8624,CLIPS MARIPOSA CAJA DE 50 UNIDADES*,ocds-5wno2w-CE-20200001821782-116723
6.0,0.2688,BORRADOR (GRANDE) PARA LAPIZ*,ocds-5wno2w-CE-20200001821781-116723
20.0,1.344,ARCHIVADOR DE CARTON NO. 15 CON TAPA*,ocds-5wno2w-CE-20200001821780-116723
80.0,0.2464,ETIQUETAS ADHESIVAS 8.6 X 1.50 T-22*,ocds-5wno2w-CE-20200001821018-86907
50.0,0.2464,ETIQUETAS ADHESIVAS 1.39 X 4.39 T3*,ocds-5wno2w-CE-20200001821017-86907
50.0,0.672,DVD-R CON CAJA*,ocds-5wno2w-CE-20200001821016-86907
20.0,0.0672,SOBRE MANILA F4*,ocds-5wno2w-CE-20200001821783-116723
1000.0,8.1205,Eritropoyetina,ocds-5wno2w-CE-20200001822993-17504
142.0,1.064,ATOMIZADOR 500 CC*,ocds-5wno2w-CE-20200001820910-537422
40.0,0.9184,CEPILLO PARA SANITARIO CON BASE PLÁSTICA*,ocds-5wno2w-CE-20200001821704-238940
144.0,3.92,JABÓN LÍQUIDO PARA RECARGAR GALÓN*,ocds-5wno2w-CE-20200001820911-537422
72.0,1.2432,ESCOBA DE PLASTICO FIBRA SUAVE*,ocds-5wno2w-CE-20200001821703-238940
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822856-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822857-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822858-362824
100.0,2.8,LAVA VAJILLA 1000 GR*,ocds-5wno2w-CE-20200001821702-238940
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821321-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821322-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821323-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821324-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821325-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821326-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821327-365398
1200.0,0.13,Ácido valpróico (Sal sódica),ocds-5wno2w-CE-20200001821328-104249
10.0,4.3,Lágrimas artificiales y otros preparados inertes,ocds-5wno2w-CE-20200001821330-104249
60.0,2.24,APRIETA PAPELES TIPO PINZA 51 MM*,ocds-5wno2w-CE-20200001820544-178713
10.0,1.792,CRAYONES ESCOLARES JUMBO GIGANTE 12 COLORES*,ocds-5wno2w-CE-20200001820325-100690
15.0,5.0,PAPEL BOND A4 90 GR*,ocds-5wno2w-CE-20200001820324-100690
50.0,3.808,SOBRE PARA CD PAQUETE X 100 UNIDADES*,ocds-5wno2w-CE-20200001823257-121382
10.0,0.616,MARCADOR PERMANENTE ROJO PUNTA GRUESA*,ocds-5wno2w-CE-20200001823256-121382
2.0,0.4928,MARCADOR PERMANENTE AZUL PUNTA GRUESA*,ocds-5wno2w-CE-20200001820326-100690
6.0,0.5264,LIBRETA ESPIRAL PEQUEÑA NO. 2*,ocds-5wno2w-CE-20200001823255-121382
90.0,0.504,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,ocds-5wno2w-CE-20200001823254-121382
2.0,0.62384,MARCADOR PERMANENTE VERDE PUNTA GRUESA*,ocds-5wno2w-CE-20200001820327-100690
30.0,5.2528,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820745-575768
20.0,18.9168,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820745-575768
110.0,2.7,RESMA DE PAPEL BOND A4 DE 75 GR*,ocds-5wno2w-CE-20200001820807-3205
10.0,19.32,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820744-575768
30.0,21.28,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820743-575768
20.0,5.6,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820743-575768
20.0,3.92,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820743-575768
1.0,0.616,MARCADOR PERMANENTE ROJO PUNTA GRUESA*,ocds-5wno2w-CE-20200001820328-100690
12.0,0.2464,TINTA CORRECTORA TIPO ESFERO*,ocds-5wno2w-CE-20200001820808-3205
50.0,0.56,NOTAS ADHESIVAS TAMANO 3X5 PULG.*,ocds-5wno2w-CE-20200001820809-3205
20.0,0.3136,TACHUELAS DE COLORES CAJA 100 UNIDADES*,ocds-5wno2w-CE-20200001820810-3205
100.0,0.2296,ETIQUETAS ADHESIVAS 2.45 X 1.65 T-5*,ocds-5wno2w-CE-20200001820811-3205
1.0,,SERVICIOS COMERCIALES AL POR MENOR DE  PRODUCTOS FARMACEUTICOS  Y MEDICOS EN TIENDAS ESPECIALIZADAS,ocds-5wno2w-SIE-DD14D04S-0008-20-13011
5.0,0.672,CLIPS MARIPOSA CAJA DE 50 UNIDADES*,ocds-5wno2w-CE-20200001823258-121382
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820742-414951
5.0,2.228352,LIQUIDO (ACEITE) LIMPIA MUEBLES FRASCO 250 CC*,ocds-5wno2w-CE-20200001820660-252463
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822717-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822716-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823200-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823199-362824
400.0,0.66,Cloruro de sodio,ocds-5wno2w-CE-20200001820888-32109
25.0,2.576,ESCOBA DE MADERA FIBRA DE COCO DE 40 CM*,ocds-5wno2w-CE-20200001820882-91641
30.0,0.2016,CINTA ADHESIVA TRANSPARENTE 18 X 25 YDAS*,ocds-5wno2w-CE-20200001820854-584670
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822718-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820821-414951
4.0,36.1424,MOCASIN PARA MUJER TIPO ENFERMERA,ocds-5wno2w-CE-20200001820818-2418
4.0,108.0464,NEUMATICO 195R14C 110/108S DIRECCION APLICACION REGIONAL,ocds-5wno2w-CE-20200001820817-117858
500.0,5.22928,"CONDUCTOR DE COBRE, DESNUDO CABLEADO SUAVE, 2/0 AWG 19 HILOS",ocds-5wno2w-CE-20200001820816-3214
400.0,8.2824,"CONDUCTOR DE COBRE, DESNUDO CABLEADO SUAVE, 4/0 AWG 19 HILOS",ocds-5wno2w-CE-20200001820815-3214
7500.0,4.09584,"CONDUCTOR DE COBRE, DESNUDO CABLEADO SUAVE, 1/0 AWG 19 HILOS",ocds-5wno2w-CE-20200001820814-3214
4.0,60.3456,BOTIN DIELECTRICO CUERO HIDROFUGADO,ocds-5wno2w-CE-20200001820820-2418
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822862-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822719-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822721-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822863-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822864-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822725-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822720-414951
23.0,0.504,PORTA CLIPS MAGNÉTICOS*,ocds-5wno2w-CE-20200001822061-76861
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823265-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823264-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823202-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823201-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822724-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822723-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822722-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823266-362824
50.0,0.4368,CLIPS STANDAR 32 MM COLORES*,ocds-5wno2w-CE-20200001820554-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822681-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822682-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822683-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822684-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822685-414951
1000.0,0.16999,Espironolactona,ocds-5wno2w-CE-20200001821329-104249
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822686-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821391-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822687-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822860-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822861-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823041-362824
1.0,1000.0,SERVICIOS DE PRODUCCION Y PRESENTACION PARA REPRESENTACIONES ARTISTICAS LUZ Y SONIDO,ocds-5wno2w-RE-GADPRSFS-003-2020-116689
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821390-414951
2.0,0.8624,TIJERA GRANDE DE 8 PULG.*,ocds-5wno2w-CE-20200001821774-116723
10.0,2.2176,"NOTAS ADHESIVAS CUBO DE 5 COLORES 3X3""*",ocds-5wno2w-CE-20200001820757-68478
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822679-414951
1.0,348424.95,GASOLINA EXTRA,ocds-5wno2w-COTS-GADPC-001-2020-89262
36.0,0.4368,CD S GRABABLES CON CAJA CD-R*,ocds-5wno2w-CE-20200001820551-178713
24.0,3.024,LIBROS DE ACTAS (BITACORA) DE 200 HOJAS*,ocds-5wno2w-CE-20200001820545-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822680-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821389-414951
12.0,0.1008,BORRADORES DE ESFERO Y LAPIZ GRANDE*,ocds-5wno2w-CE-20200001823222-121382
50.0,0.6944,"FUNDA DE BASURA SEMINDUSTRIAL VERDE 30""X36*",ocds-5wno2w-CE-20200001820801-178713
12.0,3.24576,INSECTICIDA AEROSOL 400 CC,ocds-5wno2w-CE-20200001820802-178713
2.0,94.08,DETERGENTE EN POLVO FUNDA DE 50 KG*,ocds-5wno2w-CE-20200001820803-178713
10.0,7.8609,ALCOHOL ANTISEPTICO  GALON,ocds-5wno2w-CE-20200001820804-178713
300.0,0.2688,SEÑALADORES TIPO BANDERITAS*,ocds-5wno2w-CE-20200001820806-3205
10.0,33.6,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
30.0,11.2,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
20.0,6.72,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
8.0,23.52,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
20.0,16.8,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
10.0,11.2,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
10.0,13.44,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
5.0,15.68,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
10.0,12.32,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
30.0,9.52,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20200001820746-575768
2.0,0.0896,ESFEROGRAFICO NEGRO PUNTA FINA*,ocds-5wno2w-CE-20200001820329-100690
24.0,0.163184,REGLA PLÁSTICA 30 CM*,ocds-5wno2w-CE-20200001821006-86907
1.0,0.7392,LIGAS 8 CM FUNDA DE 100 GR*,ocds-5wno2w-CE-20200001823221-121382
2.0,0.3696,ANILLOS ADHESIVOS REFUERZOS DE HOJAS (PAPEL) 500U*,ocds-5wno2w-CE-20200001823220-121382
30.0,0.2688,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,ocds-5wno2w-CE-20200001823219-121382
6.0,0.896,TIJERA GRANDE DE 8 PULG.*,ocds-5wno2w-CE-20200001823217-121382
2.0,0.5488,MARCADOR PARA CD*,ocds-5wno2w-CE-20200001823216-121382
2.0,0.2688,BORRADOR DE PIZARRÓN (MADERA Y TELA)*,ocds-5wno2w-CE-20200001823215-121382
50.0,0.6048,MARCADOR PERMANENTE NEGRO PUNTA GRUESA*,ocds-5wno2w-CE-20200001821010-86907
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821385-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821384-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821383-414951
90.0,861.8064,LIMPIEZA DE CUNETAS Y CARRETERAS,ocds-5wno2w-CE-20200001821382-62743
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821381-365398
2.0,2.8,DISPENSADOR DE CINTA MEDIANO 2 SERVICIOS*,ocds-5wno2w-CE-20200001823214-121382
5.0,0.2464,TINTA CORRECTORA TIPO ESFERO*,ocds-5wno2w-CE-20200001823213-121382
100.0,0.271488,CARPETAS PLÁSTICAS FANTASIA*,ocds-5wno2w-CE-20200001821009-86907
50.0,0.4928,MARCADOR PERMANENTE AZUL PUNTA GRUESA*,ocds-5wno2w-CE-20200001821008-86907
24.0,8.9152,PAPELERA METÁLICA 2 SEVICIOS TIPO MALLA*,ocds-5wno2w-CE-20200001821007-86907
20.0,24.6288,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20200001822018-572951
30.0,2.7328,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,ocds-5wno2w-CE-20200001822596-129353
3.0,2.1728,SEPARADORES PLASTICOS A4 FUNDA 12 MESES*,ocds-5wno2w-CE-20200001822595-129353
6.0,1.68,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001822594-129353
20.0,1.176,CD S REGRABABLES CON CAJA CD-RW*,ocds-5wno2w-CE-20200001822593-129353
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822925-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822924-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822923-362824
6.0,11.0656,CERA PARA PISO DE MADERA GALÓN,ocds-5wno2w-CE-20200001822597-129353
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822922-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822920-362824
30.0,0.224,NOTAS ADHESIVAS GRANDES 3X3 PULG*,ocds-5wno2w-CE-20200001821081-41357
7.0,4.9504,AGUZADOR MANUAL PEQUEÑO*,ocds-5wno2w-CE-20200001821070-41357
12.0,0.504,ESTILETE (REFORZADO PUNTA METALICA)*,ocds-5wno2w-CE-20200001821069-41357
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821068-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822921-362824
233.0,38.6064,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20200001821655-101435
230.0,19.1184,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20200001821656-101435
242.0,2.688,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20200001821657-101435
3.0,5.4656,PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS*,ocds-5wno2w-CE-20200001822599-129353
4.0,4.3456,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES*,ocds-5wno2w-CE-20200001822598-129353
1.0,0.9408,ESPIRALES A-4 DE 7 MM PAQUETE X 50 U*,ocds-5wno2w-CE-20200001820522-178713
68.0,38.2592,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20200001821658-101435
47090.0,0.0088,Metformina + glibenclamida,ocds-5wno2w-CE-20200001822988-17504
5.0,1.568,ARCHIVADORES TAMANO OFICIO LOMO 4 CMS*,ocds-5wno2w-CE-20200001822592-129353
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822616-362824
30.0,0.168,ESFEROGRAFICO AZUL PUNTA FINA*,ocds-5wno2w-CE-20200001822591-129353
87300.0,2.5368,"CONDUCTOR DE COBRE, DESNUDO CABLEADO SUAVE, 2 AWG 7 HILOS",ocds-5wno2w-CE-20200001820813-3214
200.0,0.1792,PROTECTOR DE HOJA A 4 PLASTI. TRANSPARE. GRUE (1 UNI)*,ocds-5wno2w-CE-20200001820812-3205
1.0,6760.0,SERVICIOS DE EXPOSICION DE COLECCIONES DE TODO TIPO (HISTORIA),ocds-5wno2w-RE-BCE-004-2020-2457
2.0,2.24,ESPIRALES A-4 DE 20 MM PAQUETE X 50 U*,ocds-5wno2w-CE-20200001822298-722820
60.0,0.4256,MARCADOR PARA CD*,ocds-5wno2w-CE-20200001822297-722820
288.0,0.4424,CLIPS STANDAR 43 MM METALICOS*,ocds-5wno2w-CE-20200001822296-722820
17.0,7.364,FLASH MEMORY 32 GB*,ocds-5wno2w-CE-20200001822295-722820
28.0,0.4704,CUCHILLAS PARA ESTILETE (REPUESTO) GRANDE 10U*,ocds-5wno2w-CE-20200001822294-722820
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823039-362824
7.0,3.136,LIBROS DE ACTAS (BITACORA) DE 200 HOJAS*,ocds-5wno2w-CE-20200001822310-722820
115.0,0.4368,CLIPS MARIPOSA CAJA DE 50 UNIDADES*,ocds-5wno2w-CE-20200001822309-722820
255.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821506-365398
