quantity,item_value,description,ocid
1.0,1714.66,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
5.0,79.45,CONECTORES DE COBRE DE PUESTA A TIERRA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
7.0,82.83,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
3.0,154.43,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,222.79,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,1938.23,TRANSFORMADORES MONOFASICOS AUTOPROTEGIDOS 15 KVA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,187.12,- SERVICIOS DE INSTALACION DE PARARRAYOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,205.01,"OTROS APARATOS PARA PROTECCION DE CIRCUITOS ELECTRICOS, PARA VOLTAJES NO SUPERIORES A 1000 V: AISLADORES.",ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,980.81,CONDUCTOR CABLEADO DESNUDO DE COBRE,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,739.1,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE LINEAS ELECTRICAS (CABLES),ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,278.17,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE LINEAS ELECTRICAS (CABLES),ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,130.89,CONECTORES DE COBRE DE PUESTA A TIERRA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,515.41,PERFILES DE ACERO CONFORMADOS EN FRIO CON RECUBRIMIENTO PREGALVANIZADO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,2313.83,POSTES DE HORMIGON PARA REDES Y LINEAS ELECTRICAS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,498.61,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE LINEAS ELECTRICAS (CABLES),ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,1518.61,- SERVICIOS DE INSTALACION DE PARARRAYOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
12.38,6.74,"SERVICIOS DE OBRAS, EXCAVACIONES,",ocds-5wno2w-LCO-GADMFO-001-2021-2692
19.74,17.84,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.85,33.84,RELLENOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
0.37,165.01,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.11,220.0,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
390.45,1.89,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
21.16,22.49,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
21.16,9.51,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
24.04,17.51,BLOQUES Y LADRILLOS DE CEMENTO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
48.04,7.64,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
48.04,5.47,SERVICIOS DE PINTURA DE OTRAS ESTRUCTURAS DE INGENIERIA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
6.44,172.75,PUERTAS DE HIERRO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
14.4,87.46,VENTANAS DE HIERRO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
3.0,45.1,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,51.29,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,239.8,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,56.3,SERVICIOS DE TRABAJOS DE CONSTRUCCION ESPECIALIZADOS RELACIONADOS CON LA INSTALACION DE LA RED DE CABLES ELECTRICOS BASICA O DE APARATOS EN EDIFICIOS Y OTRAS OBRAS DE CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,12832.14,MOTORES-GENERADORES,ocds-5wno2w-LCO-GADMFO-001-2021-2692
25.0,1.7,NIVELACION DE EMPLAZAMIENTOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
38.4,3.99,"ACCESORIOS PARA TUBOS O CANOS DE HIERRO O ACERO, DE FUNDICION NO MALEABLE: EMPALMES, CODOS O COLLARES.",ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.92,1.08,SERVICIOS RELACIONADOS CON LA PREPARACION DE TERRENOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
34.56,36.16,RELLENOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.92,12.02,ARENAS DE RIO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
32.0,17.81,TUBOS DE PVC,ocds-5wno2w-LCO-GADMFO-001-2021-2692
32.0,1.75,TUBOS DE PVC,ocds-5wno2w-LCO-GADMFO-001-2021-2692
6.4,3.75,RELLENOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
41.7,4.7,TRANSPORTE DE MATERIALES ARIDOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
5.0,21.19,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE OTRAS OBRAS HIDRAULICAS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,5.34,TEES PARA USO EN TUBOS DE ACUEDUCTO EN PVC,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,5.68,CODOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
40.5,4.21,TUBOS DE PVC,ocds-5wno2w-LCO-GADMFO-001-2021-2692
56.0,1.7,NIVELACION DE EMPLAZAMIENTOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
11.16,6.74,"SERVICIOS DE OBRAS, EXCAVACIONES,",ocds-5wno2w-LCO-GADMFO-001-2021-2692
6.16,164.98,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.45,33.84,RELLENOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
0.29,165.01,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
72.0,17.84,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LCO-GADMFO-001-2021-2692
91.0,22.21,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LCO-GADMFO-001-2021-2692
1181.35,1.89,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LCO-GADMFO-001-2021-2692
12.15,220.0,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
56.0,32.15,CONTRUCCION DE OBRAS DE ENROCADO DE PROTECCION EN MARGENES DE RIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
56.0,22.49,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
5.05,17.51,BLOQUES Y LADRILLOS DE CEMENTO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
56.28,78.45,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
272.0,7.64,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
8.0,172.75,PUERTAS DE HIERRO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
28.4,87.46,VENTANAS DE HIERRO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,100.76,INODOROS DE CERAMICA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
272.0,5.47,SERVICIOS DE PINTURA DE OTRAS ESTRUCTURAS DE INGENIERIA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
33.0,19.53,BALDOSAS DE CERAMICA,ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,1325.0,ROTULO,ocds-5wno2w-LCO-GADMFO-001-2021-2692
2.0,400.0,CAPACITACION EN SEGURIDAD INDUSTRIAL,ocds-5wno2w-LCO-GADMFO-001-2021-2692
3000.0,0.67,CINTA DE SEGURIDAD,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,195.01,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
8.0,60.0,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
8.0,56.26,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
8.0,56.26,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
8.0,12.51,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
20.0,9.02,CONO DE SEÑALIZACION VIAL,ocds-5wno2w-LCO-GADMFO-001-2021-2692
100.0,28.0,EQUIPOS Y ACCESORIOS PARA SEGURIDAD INDUSTRIAL,ocds-5wno2w-LCO-GADMFO-001-2021-2692
4.0,149.99,CAPACITACION EN SEGURIDAD INDUSTRIAL,ocds-5wno2w-LCO-GADMFO-001-2021-2692
435.38,2.0,SUMINISTRO DE AGUA EN TANQUEROS,ocds-5wno2w-LCO-GADMFO-001-2021-2692
10.0,11.99,"CONFECCION DE VALLAS PUBLICITARIAS, INCLUYE ROTULOS, VALLAS, GIGANTOGRAFIAS, ETC",ocds-5wno2w-LCO-GADMFO-001-2021-2692
1.0,55564.14,SERVICIOS DE CONCERTACION DE POLIZAS DE SEGURO QUE CUBRAN LOS RIESGOS DE TODOS LOS TIPOS DE RESPONSABILIDAD INCLUIDA LA RESPONSABILIDAD POR DANOS A LOS BIENES.,ocds-5wno2w-LIC-CEN-GAF-001-2021-715112
1.0,,EMULSION ASFALTICA,ocds-5wno2w-LICO-DDP-2021-0001-54069
1.0,515791.17,INSTALACION Y MANTENIMIENTO DE MEDIDORES,ocds-5wno2w-LICS-CNELEOR-075-21-462114
1.0,39021.04,SEGURO MULTIRIESGO,ocds-5wno2w-LICS-DD09D024DS-001-116204
1.0,111554.55,SEGUROS PARA VEHICULOS AMPARA DAÑOS PROPIOS Y A TERCEROS,ocds-5wno2w-LICS-GPI-001-2021-12001
1.0,7562.0,"SERVICIOS DE CONCERTACION DE POLIZAS DE SEGURO QUE CUBRAN LOS CASOS DE FALLECIMIENTO O PERDIDA DE MIEMBRO POR ACCIDENTE, O SEA QUE INDEMINICEN SI UN ACCIDENTE SE TRADUCE EN FALLECIMIENTO O EN PERDIDA DE UNO O MAS MIEMBROS CORPORALES (POR EJEMPLO, LAS MANO",ocds-5wno2w-LICS-FDPO-002-2021-237960
1.0,880.0,"PORTATIL, SUPERIOR A 2 GHZ",ocds-5wno2w-MCB-AGRUCOM-15-2021-110994
1.0,42689.3,SEGURO MULTIRIESGO,ocds-5wno2w-LICS-HGLPS-001-2021-369788
1.0,3397.0,CLORO,ocds-5wno2w-MCB-GADMPA-2021-0027-39712
1.0,13000.0,"SERVICIOS DE TRANSPORTE AEREO  DE PASAJEROS POR LINEAS AEREAS DE SERVICIO  EN HORARIOS REGULAR, INCLUSO LOS HELICOPTEROS DE CUALQUIER TIPO",ocds-5wno2w-MC-DNA-001-2021-178618
1.0,56400.0,BOMBA CENTRIFUGA  DE ALTA PRESION CON MOTOR ELECTRICO  TRIFASICO DE 3 HP DE POTENCIA,ocds-5wno2w-MCB-ULEAM-DCP-002-21-8514
1.0,33646.18,READECAUCION DE EDIFICACIONES ESCOLARES,ocds-5wno2w-MCO_18D06_0001_2021-543076
1.0,8361.46,READECAUCION DE EDIFICACIONES ESCOLARES,ocds-5wno2w-MCO-21D03-2021-025-534258
1.0,13438.83,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO-D13D11-005-2021-9676
1.0,130092.2,SERVICIOS GENERALES DE REPARACION Y MANTENIMIENTO,ocds-5wno2w-MCO-CELHNA-182-21-238940
1.0,28061.83,SERVICIO DE CONSTRUCCION Y MANTENIMIENTO DE EFICACIONES Y PREDIOS,ocds-5wno2w-MCO-COIMC-005-2021-740377
1.0,56088.38,"SERVICIOS GENERALES DE CONSTRUCCION  EN CARRETERAS (EXCEPTO CARRETERAS SOBREELEVADAS), CALLES",ocds-5wno2w-MCO-AMEP-001-2021-699688
1.0,79314.71,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO-DD13D04-001-2021-150858
1.0,88104.31,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO-GAD-I-009-2021-2783
1.0,17848.1892,SERVICIO DE CONSTRUCCION DE ESCUELAS,ocds-5wno2w-MCO-GADMCCH-006-2021-43041
1.0,85098.264,SERVICIO DE CONSTRUCCION DE ESCUELAS,ocds-5wno2w-MCO-GADMCY-004-2021-35918
1.0,224513.13,SERVICIOS GENERALES DE CONSTRUCCION  REFORMAS Y RENOVACION ,ocds-5wno2w-MCO-GADMSJY-009-2021-128490
1.0,16377.1184,CONSTRUCCION Y MANTENIMIENTO DE CANALES Y OBRAS DE DRENAJE,ocds-5wno2w-MCO-GADNOBOA-02-2021-112325
1.0,25702.3655,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO-GADPRC-2021-03-157176
1.0,58431.2265,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO-GADSAG-004-2021-90571
1.0,95836.1,OTRAS OBRAS DE INGENIERIA CIVIL,ocds-5wno2w-MCO_GADPS_05_2021-128059
1.0,112046.72,"SERVICIOS GENERALES DE CONSTRUCCION DE PUENTES, CARRETERAS ELEVADAS",ocds-5wno2w-MCO-GADPS-008-2021-3277
1.0,95580.72,READECAUCION DE EDIFICACIONES ESCOLARES,ocds-5wno2w-MCO-MINEDU-CZ4-28-21-362824
1.0,11600.0,"SERVICIOS PROPORCIONADOS POR INSTRUCTORES, ETC.",ocds-5wno2w-MCS-GADC-17743-2021-2616
1.0,54000.0,SERVICIOS DE PRODUCCION DE EVENTOS,ocds-5wno2w-MCS-GADPMS-005-2021-3262
1.0,157991.54,SERVICIOS DE SUMINISTROS DE LAS TELECOMUNICACIONES CON ACCESO A INTERNET,ocds-5wno2w-PRE-SENESCYT-01-2021-316143
1.0,15892.86,SERVICIO DE MANTENIMIENTO Y REPARACION DE HELICOPTEROS Y MOTORES DE HELICOPTEROS,ocds-5wno2w-RE-CBDMQ-010-2021-2525
1.0,2782.08,"ACCESORIOS, REPUESTOS, PARTES Y PIEZAS DE MATERIALES ELECTRONICOS",ocds-5wno2w-RE-CCQAHDCL-15-2021-2708
1.0,5085.92,SERVICIOS DE MANTENIMIENTO Y REPARACION DE EQUIPO DE MEDICINA,ocds-5wno2w-RE-CCQAHDCL-008-2021-2708
1.0,17522.94,"ACCESORIOS, REPUESTOS, PARTES Y PIEZAS DE MATERIALES ELECTRONICOS",ocds-5wno2w-RE-CCQAHDCL-13-2021-2708
1.0,3500.0,SERVICIOS DE MANTENIMIENTO Y REPARACION DE EQUIPO DE MEDICINA,ocds-5wno2w-RE-CCQAHDCL-02-2021-2708
1.0,1300.0,SERVICIOS DE MANTENIMIENTO Y REPARACION DE EQUIPO DE MEDICINA,ocds-5wno2w-RE-CCQAHDCL-006-2021-2708
1.0,1200.0,SERVICIOS DE MANTENIMIENTO Y REPARACION DE EQUIPO DE MEDICINA,ocds-5wno2w-RE-CCQAHDCL-009-2021-2708
1.0,104044.4,SERVICIOS DE TELECOMUNICACIONES VARIOS,ocds-5wno2w-RE-CEP-CZ4-04-2021-549451
1.0,19913.43,"PARTES Y PIEZAS DE LAS MAQUINAS (EXCEPTO MAQUINAS HERRAMIENTAS) PARA CLASIFICAR, CRIBAR, SEPARAR, LAVAR, TRITURAR, PULVERIZAR, MEZCLAR O AMASAR TIERRA, PIEDRA, MENAS U OTRAS SUBSTANCIAS MINERALES SOLIDAS (INCLUSO POLVOS Y PASTAS), MAQUINAS PARA AGLOMERAR,",ocds-5wno2w-RE-CGREG-007-2021-232601
1.0,16819.96,OTROS ACCESORIOS,ocds-5wno2w-RECGREG0082021-232601
1.0,881897.28,SERVICIOS DE CAMBIO DE RED TELEFONICA PARA TRANSMISION Y CAMBIO DE VOZ,ocds-5wno2w-RE-CJ-DNA-002-2021-48787
1.0,46450.0,"SERVICIOS DE PLANIFICACION, CREACION Y EJECUCION DE LA TOTALIDAD O DE PARTE DE LAS CAMPANAS DE PUBLICIDAD, INCLUIDA LA SELECCION DE LOS MEDIOS DE INFORMACION QUE SE VAN A UTILIZAR, EL DISENO DE ANUNCIOS, ILUSTRACIONES, CARTELES, ETC., CONFECCION DE GUIONE",ocds-5wno2w-RECSPS-GADC17777-21R-2616
1.0,17515.8,VALVULA FLOTADORA,ocds-5wno2w-RE-DT-PTAR-006-2021-316213
1.0,4992.0,SERVICIOS RELACIONADOS CON LA SOLICITUD DE ESPACIO O TIEMPO PARA AVISOS DE PUBLICIDAD EN ESTACIONES DE RADIO Y TELEVISIÓN,ocds-5wno2w-RE-EDECEP-007-2021-363621
1.0,3328.0,SERVICIOS RELACIONADOS CON LA SOLICITUD DE ESPACIO O TIEMPO PARA AVISOS DE PUBLICIDAD EN ESTACIONES DE RADIO Y TELEVISIÓN,ocds-5wno2w-RE-EDECEP-006-2021-363621
1.0,50515.0,SERVICIOS DE CONSULTORIA LOGISTICA,ocds-5wno2w-RE-EEEP-001-2021-368497
1.0,45518.4,PROVISION DE SERVICIOS DE LAS TELECOMUNICACIONES N.C.P. COMO EL TELEX,ocds-5wno2w-RE-EEASA-120-2021-3233
1.0,28594.84,PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) INFORMATICOS EN BUEN ESTADO DE FUNCIONAMIENTO. EL MANTENIMIENTO PUEDE SER CORRECTIVO O PREVENTIVO E INCLUIR SERVICIOS COMO LA PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) I,ocds-5wno2w-RE-EECS-DC-008-2021-56835
1.0,6000.0,CONTRATACIÓN DE ESPACIOS PUBLICITARIOS PARA LOS ANUNCIOS DE RADIO Y TELEVISIÓN DEL CLIENTE EN LAS EMISORAS Y CANALES ELEGIDOS O SUGERIDOS POR LA AGENCIA,ocds-5wno2w-RE-EERSA-GER-18-21-3219
1.0,2250.0,CONTRATACIÓN DE ESPACIOS PUBLICITARIOS PARA LOS ANUNCIOS DE RADIO Y TELEVISIÓN DEL CLIENTE EN LAS EMISORAS Y CANALES ELEGIDOS O SUGERIDOS POR LA AGENCIA,ocds-5wno2w-RE-EERSA-GER-20-21-3219
1.0,4390.0,SERVICIOS DE PRODUCCION DE EVENTOS,ocds-5wno2w-RE-GADC-17599-2021R-2616
1.0,5000.0,"ABONOS ANIMALES O VEGETALES, ESTEN O NO MEZCLADOS O QUIMICAMENTE TRATADOS; ABONOS PRODUCIDOS POR MEZCLA O TRATAMIENTO QUIMICO DE PRODUCTOS DE ORIGEN ANIMAL O VEGETAL: BONIGAS, COMPOSTE, DESPERDICIOS DE LANA, DE PELO DE ANIMALES, DE BELLONES SUCIOS,GUANO, ",ocds-5wno2w-RE-GADC-23540-2021-2616
1.0,16198.6,"SERVICIOS DE IMPRENTA ESPECIES VALORADAS (TIMBRES, PAPEL SELLADO, PAPEL FIDUCIARIO, SELLOS POSTALES)",ocds-5wno2w-RE-GADMLT-01-2021-2670
1.0,400.32,CONTRATACIÓN DE ESPACIOS PUBLICITARIOS PARA LOS ANUNCIOS DE RADIO Y TELEVISIÓN DEL CLIENTE EN LAS EMISORAS Y CANALES ELEGIDOS O SUGERIDOS POR LA AGENCIA,ocds-5wno2w-REG-CARCHI-062-2021-2481
1.0,12457.6,SERVICIOS RELACIONADOS CON LA SOLICITUD DE ESPACIO O TIEMPO PARA AVISOS DE PUBLICIDAD EN ESTACIONES DE RADIO Y TELEVISIÓN,ocds-5wno2w-REG-CARCHI-038-2021-2481
1.0,119910.38,FOCOS Y LAMPARAS DE REPUESTOS PARA EQUIPOS MEDICOS,ocds-5wno2w-RE-HGISD-007-2021-519694
1.0,9000.0,LICENCIA DE USO DE SOFTWARE DE CONTROL DE TONO SERIAL ,ocds-5wno2w-RE-MDT-001-2021-216417
1.0,24000.0,SERVICIOS DE GESTION DE DERECHOS ADSCRITOS A OBRAS ARTISTICAS EXCEPTO OBRAS CINEMATOGRAFICAS Y AUDIOVISUALES,ocds-5wno2w-RE-OACL-GADPP-21-21-2426
2100.0,92.93,ANTINEOPLASICOS E INMUNOMODULADORES,ocds-5wno2w-RE-PU-HECAM-2021-014-54651
1.0,9705.0,"SERVICIOS PARA PERMITIR, OTORGAR O AUTORIZAR DE OTRA MANERA EL USO DE DERECHOS PARA UTILIZAR PROGRAMAS DE COMPUTACION, DESCRIPCION DE PROGRAMAS Y MATERIALES DE APOYO PARA SISTEMAS Y  APLICACIONES DE SOFTWARE",ocds-5wno2w-RE-PUM-UEA-002-2021-124342
1.0,36672.0,TERMOCUPLA,ocds-5wno2w-RERA-CELTES-05A-21-238940
1.0,15100.0,SERVICIOS DE PRODUCCION DE EVENTOS,ocds-5wno2w-RE-SGCTYPC-002-2021-41357
1.0,8711.9,"SERVICIOS DE RECOGIDA, TRANSPORTE Y ENTREGA DE PAQUETES Y BULTOS PARA DESTINATARIOS NACIONALES O EXTRANJEROS, PRESTADOS POR LAS ADMINISTRACIONES NACIONALES DE CORREOS",ocds-5wno2w-RE-SRIZ7-CD-2021-003-2438
1.0,28500.0,OTROS INSTRUMENTOS DE MEDICION,ocds-5wno2w-RE-SNMLCF-2021-012-772102
1.0,7271.4,SERVICIOS DE MANTENIMIENTO Y REPARACION DE ASCENSORES,ocds-5wno2w-RE-UTMACH-012-2021-60177
1.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-RSIE-HPNG2-028-2021-5702
1.0,,PUNTO DE SERVICIO INSTITUCIONAL  DE 12 HORAS - LUNES A DOMINGO NOCTURNO SIN ARMA,ocds-5wno2w-SIE-11D02-006-2021-542866
1.0,,SERVICIOS DE MANTENIMIENTO Y REPARACION DE OTRA MAQUINARIA PARA FINES GENERALES N.C.P.,ocds-5wno2w-SIE-APE-012-2021-71441
1.0,,REACTIVOS COMPUESTOS PARA DIAGNOSTICO O LABORATORIO N.C.P.: SOBRE SOPORTE DE PAPEL O CARTON.,ocds-5wno2w-SIE-ARCFIZ-06-21-869714
1.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIEB-HEFFAA-254-2021-43246
1.0,,AGENTES ANTITROMBOTICOS,ocds-5wno2w-SIEB-HEFFAA-219-2021-43246
6.0,,"SERVICIOS COMERCIALES AL POR MAYOR  PRESTADOS A COMISION O POR CONTRATO, DE  HERRAMIENTAS DE MANO",ocds-5wno2w-SIE-CELGSR-01C-21-238940
1.0,,APARATOS DE PRUEBA PARA GASES; REPUESTOS Y ACCESORIOS,ocds-5wno2w-SIE-CELTES-037-21-238940
2.0,,BOMBAS CENTRIFUGAS PARA LIQUIDOS,ocds-5wno2w-SIE-CELSUR-083-21-238940
1.0,,CROMATOGRAFO DE GASES,ocds-5wno2w-SIE-CELTGM-14A-21-238940
2.0,,SENSOR PARA MOTOR,ocds-5wno2w-SIE-COLOG25-004-2021-76452
120.0,,TONER ,ocds-5wno2w-SIE-CZ4-DAF-2021-021-479937
1.0,,PUNTO DE SERVICIO INSTITUCIONAL  DE 24 HORAS PERMANENTE CON ARMA LETAL,ocds-5wno2w-SIE-CZ4SIS-013-2021-549451
1.0,,"MEDICAMENTOS QUE CONTENGAN ALCALOIDES DERIVADOS DE LA QUINA, DE LA CAFEINA, DEL CORNEZUELO DE CENTENO DE ALCALOIDES VEGETALES, PRESENTADOS EN DOSIS MEDIDAS O EN ENVASES PARA LA VENTA AL POR MAYOR O AL POR MENOR: CLOROQUINA (ARALEN), PRIMAQUININA (PRIMOQUI",ocds-5wno2w-SIE-DD07D01-2021-18-577465
1.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIE-DD07D03-019-2021-9272
1.0,,SERVICIOS DE LAVANDERIA HOSPITALARIA,ocds-5wno2w-SIE-DD07D03-003-2021-9272
30000.0,,ANTIAMEBIANOS,ocds-5wno2w-SIE-DD07D02-016-2021-16346
1.0,,"SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y  VERDURAS FRESCAS, SECAS, CONGELADAS O ENVASADAS  EN TIENDAS ESPECIALIZADAS",ocds-5wno2w-SIE-DD18D04S-05-2021-2733
1.0,,PUNTO DE SERVICIO INSTITUCIONAL  DE 24 HORAS PERMANENTE CON ARMA LETAL,ocds-5wno2w-SIE-DDME-002-2022-534532
1.0,,"SERVICIOS DE TRANSPORTE AEREO  DE PASAJEROS POR LINEAS AEREAS DE SERVICIO  EN HORARIOS REGULAR, INCLUSO LOS HELICOPTEROS DE CUALQUIER TIPO",ocds-5wno2w-SIE-DDS16D01-14-2021-44928
1.0,,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS DE MANO TIENDAS NO ESPECIALIZADAS,ocds-5wno2w-SIE-EDU22D02-05-2021-534123
